compound_food,revised_taxonomy_id,id,name,name_scientific,description,itis_id,wikipedia_id,picture_file_name,picture_content_type,picture_file_size,picture_updated_at,legacy_id,food_group,food_subgroup,food_type,created_at,updated_at,creator_id,updater_id,export_to_afcdb,category,ncbi_taxonomy_id,export_to_foodb,public_id
1,,278,Fortified wine,,"Fortified wine is wine with an added distilled beverage. Fortified wine is distinguished from spirits made from wine in that spirits are produced by means of distillation, while fortified wine is simply wine that has had a spirit added to it. Many different styles of fortified wine have been developed, including Port, Sherry, Madeira, Marsala, Commandaria wine and the aromatized wine Vermouth.",,Fortified wine,278.jpg,image/jpeg,40686,2012-04-20 09:33:36 UTC,301,Beverages,Fortified wines,Type 2,2011-02-09 00:37:30 UTC,2019-12-11 19:32:37 UTC,,2,FALSE,specific,,FALSE,FOOD00277
1,,279,Other alcoholic beverage,,,,Alcoholic_beverage,279.jpg,image/jpeg,73939,2012-04-20 09:43:36 UTC,305,Beverages,Alcoholic beverages,Type 2,2011-02-09 00:37:30 UTC,2019-05-14 18:04:21 UTC,,2,FALSE,specific,,FALSE,FOOD00278
0,2070381,395,Kale,Brassica napus var. pabularia,"Kale or borecole is a form of cabbage, with green or purple leaves, in which the central leaves do not form a head. It is considered to be closer to wild cabbage than most domesticated forms. The species Brassica oleracea contains a wide array of vegetables, including broccoli, cauliflower, collard greens, and brussels sprouts. The cultivar group Acephala also includes spring greens and collard greens, which are extremely similar genetically.",530956,Kale,395.jpg,image/jpeg,82699,2012-04-20 09:43:22 UTC,422,Vegetables,Cabbages,Type 1,2011-02-09 00:37:39 UTC,2019-05-14 18:05:24 UTC,,,FALSE,specific,,TRUE,FOOD00390
0,483748,405,Loganberry,Rubus loganobaccus,"The loganberry (Rubus × loganobaccus) is an hexaploid hybrid produced from pollination of a plant of the octaploid blackberry 'Aughinbaugh' by a diploid red raspberry (Rubus idaeus). The plant and the fruit resemble the blackberry more than the raspberry, but the fruit color is a dark red, rather than black as in blackberries. Loganberries are cultivated commercially and by gardeners.",506229,Loganberry,405.jpg,image/jpeg,149141,2012-04-20 09:31:08 UTC,432,Fruits,Berries,Type 1,2011-02-09 00:37:39 UTC,2019-05-14 18:05:24 UTC,,,FALSE,specific,,TRUE,FOOD00400
0,344680,421,Mustard spinach,Brassica perviridis,"Komatsuna or Japanese mustard spinach (Brassica rapa var. perviridis) is a leaf vegetable. It is a variety of Brassica rapa, the plant species that yields the turnip, mizuna, napa cabbage, and rapini. It is grown commercially in Japan and Taiwan. The name komatsuna is from the Japanese komatsuna, """"small pine tree greens"""". It is stir-fried, pickled, boiled, and added to soups or used fresh in salads. It is an excellent source of calcium.
The leaves of komatsuna may be eaten at any stage of their growth. In a mature plant they are dark green with slender light green stalks, around 30 centimeters (12"""") long and 18 cm (7"""") wide. It is most often grown in the spring and autumn, as it cannot endure extreme heat or cold for more than a short time.
The plant is also used for fodder in some Asian countries.",506223,Brassica_perviridis,421.jpg,image/jpeg,53375,2012-04-20 09:29:19 UTC,448,Vegetables,Cabbages,Type 1,2011-02-09 00:37:40 UTC,2019-05-14 18:05:24 UTC,,,FALSE,specific,,TRUE,FOOD00414
0,483748,556,Boysenberry,Rubus ursinus X idaeus,"A boysenberry is a cross between a European Raspberry, a Common Blackberry, and a Loganberry. It is a large aggregate fruit, with large seeds and a deep maroon color, which changes to the typical boysenberry color when the fruit is cooked and made into jam and pies.",,Boysenberry,556.jpg,image/jpeg,522628,2012-04-20 09:42:41 UTC,583,Fruits,Berries,Type 1,2011-02-09 00:37:48 UTC,2019-05-14 18:05:27 UTC,,,FALSE,specific,,TRUE,FOOD00542
0,2784,563,Purple laver,Porphyra laciniata,"Porphyra is a cold water seaweed that grows in cold shallow sea water. More specifically, it is a foliose red algal genus of laver, comprising approximately 70 species. It grows in the intertidal zone, typically between the upper intertidal zone and the splash zone in cold waters of temperate oceans. In East Asia, it is used to produce the sea vegetable products nori (in Japan) and gim (in Korea). There are considered to be 60 to 70 species of Porphyra worldwide and seven in the British Isles.",,Porphyra,563.jpg,image/jpeg,5291,2012-04-20 09:44:05 UTC,590,Aquatic foods,Seaweed,Type 1,2011-02-09 00:37:48 UTC,2019-05-14 18:05:27 UTC,,,FALSE,specific,,TRUE,FOOD00549
0,3654,573,Tinda,Citrullus lanatus var. fistulosus,"The tinda and plural called tinday, also called Indian round gourd or apple gourd or Indian Baby Pumpkin, is a squash-like cucurbit grown for its immature fruit, a vegetable especially popular in South Asia. It is the only member of the genus Praecitrullus. """"tinda"""" is also called """"tindsi"""" in rajasthan. In Marathi, it is called Dhemase. In Sindhi language, it is called Meha.
The plant is, as with all cucurbits, a prolific vine, and is grown as an annual. The fruit is approximately spherical, and 5?8 cm in diameter. The seeds may also be roasted and eaten. Tinda is a famous nickname among Punjabi families in India. This unique squash-like gourd is native to India, very popular in Indian and Pakistani cooking with curry and many gourmet dishes. Green colored, apple sized fruits are flattish round in shape and 50-60 grams in weight. Plants are vigorous, productive and begin to bear fruits in 70 days after planting.
Can be confused with Tendli or Kundru due to similar sounding name from different languages and regions. Tinda in Punjabi or most North Indian Languages is """"Indian Baby Pumpkin"""".",,Tinda,573.jpg,image/jpeg,34713,2012-04-20 09:30:05 UTC,600,Gourds,Gourds,Type 1,2011-02-09 00:37:49 UTC,2019-05-14 18:05:27 UTC,,,FALSE,specific,,TRUE,FOOD00559
0,29760,626,Grape wine,,"Wine is an alcoholic beverage made from fermented grapes or other fruits. The natural chemical balance of grapes lets them ferment without the addition of sugars, acids, enzymes, water, or other nutrients. Yeast consumes the sugars in the grapes and converts them into alcohol and carbon dioxide. Different varieties of grapes and strains of yeasts produce different styles of wine. The well-known variations result from the very complex interactions between the biochemical development of the fruit, reactions involved in fermentation, terroir and subsequent appellation, along with human intervention in the overall process.",,Grape_wine,626.jpg,image/jpeg,24988,2012-04-20 09:29:56 UTC,654,Beverages,Fermented beverages,Type 2,2011-02-09 00:37:52 UTC,2019-05-14 18:05:28 UTC,,2,FALSE,specific,,TRUE,FOOD00612
1,,627,Berry wine,,,,,627.jpg,image/jpeg,16358,2012-04-20 09:34:03 UTC,655,Beverages,Fermented beverages,Type 2,2011-02-09 00:37:52 UTC,2019-05-14 18:05:28 UTC,,2,FALSE,specific,,TRUE,FOOD00613
1,,628,Other wine,,,,,628.jpg,image/jpeg,55077,2012-04-20 09:37:43 UTC,656,Beverages,Fermented beverages,Type 2,2011-02-09 00:37:52 UTC,2019-12-11 19:37:56 UTC,,2,FALSE,specific,,FALSE,FOOD00614
1,,629,Apple cider,,"Apple cider (also called sweet cider or soft cider) is the name used in the United States and parts of Canada for an unfiltered, unsweetened, non-alcoholic beverage made from apples. Apple cider is easy and inexpensive to produce. It may be opaque due to fine apple particles in suspension and may be tangier than conventional filtered apple juice, depending on the apples used.",,Apple_cider,629.jpg,image/jpeg,60775,2012-04-20 09:30:39 UTC,657,Beverages,Fermented beverages,Type 2,2011-02-09 00:37:52 UTC,2019-05-14 18:05:28 UTC,,2,FALSE,specific,,TRUE,FOOD00615
1,,630,Liquor,,"A distilled beverage, spirit, liquor, or hard liquor is an alcoholic beverage produced by distillation of a mixture produced from alcoholic fermentation, such as wine. This process purifies it and removes diluting components like water, for the purpose of increasing its proportion of alcohol content (commonly known as alcohol by volume, ABV). As distilled beverages contain more alcohol they are considered """"harder"""" - in North America, the term hard liquor is used to distinguish distilled beverages from undistilled ones, which are implicitly weaker.
As examples, this does not include beverages such as beer, wine, and cider, as they are fermented but not distilled. These all have relatively low alcohol content, typically less than 10%. However, brandy is a spirit, is distinct as a drink from wine (due to distillation), and has an ABV over 35%. Other examples of common distilled beverages include vodka, gin, tequila, rum, whisky, as well as eau de vie (Fruit Brandy or Schnapps), baijiu, soju, aguardiente, pálinka, fernet, and slivovitz.",,Liquor,630.jpg,image/jpeg,175237,2012-04-20 09:31:58 UTC,658,Beverages,Distilled beverages,Type 2,2011-02-09 00:37:52 UTC,2019-05-14 18:05:28 UTC,,2,FALSE,specific,,TRUE,FOOD00616
1,,631,Cheese,,"Cheese is a food derived from milk that is produced in a wide range of flavors, textures, and forms by coagulation of the milk protein casein. It comprises proteins and fat from milk, usually the milk of cows, buffalo, goats, or sheep. During production, the milk is usually acidified, and adding the enzyme rennet causes coagulation. The solids are separated and pressed into final form. Some cheeses have molds on the rind or throughout. Most cheeses melt at cooking temperature.",,Cheese,631.jpg,image/jpeg,32345,2012-04-20 09:41:39 UTC,659,Milk and milk products,Fermented milk products,Type 2,2011-02-09 00:37:52 UTC,2019-05-14 18:05:28 UTC,,2,FALSE,specific,,TRUE,FOOD00617
0,9913,632,Milk (Cow),,"As an agricultural product, milk is extracted from mammals during or soon after pregnancy and used as food for humans. Worldwide, dairy farms produced about 730 million tonnes of milk in 2011, from 260 million dairy cows. India is the world's largest producer and consumer of milk, yet neither exports nor imports milk. New Zealand, the European Union's 28 member states, Australia, and the United States are the world's largest exporters of milk and milk products. China and Russia are the world's largest importers of milk and milk products.
Throughout the world, there are more than 6 billion consumers of milk and milk products. Over 750 million people live within dairy farming households. Milk is a key contributor to improving nutrition and food security particularly in developing countries. Improvements in livestock and dairy technology offer significant promise in reducing poverty and malnutrition in the world.",,Milk,632.jpg,image/jpeg,68993,2015-03-10 23:11:22 UTC,660,Milk and milk products,Unfermented milks,Type 2,2011-02-09 00:37:52 UTC,2019-05-14 18:05:28 UTC,,2,FALSE,specific,,TRUE,FOOD00618
0,9031,633,Eggs,,"An egg is the organic vessel containing the zygote, resulting from fertilization of the ovum, in which an animal embryo develops until it can survive on its own, at which point the animal hatches. Most arthropods, vertebrates, and mollusks lay eggs, although some do not, e.g. scorpions and most mammals.
Oviparous animals are those that lay eggs, with little or no other development within the mother. The study or collecting of eggs, particularly bird eggs, is called oology.
The term """"egg"""" is used differently outside the animal kingdom. Reproductive structures similar to the egg in other kingdoms are termed """"spores,"""" or in spermatophytes """"seeds,"""" or in gametophytes """"egg cells"""".",,Eggs,633.jpg,image/jpeg,27685,2012-04-20 09:30:18 UTC,661,Eggs,Eggs,Unknown,2011-02-09 00:37:52 UTC,2019-05-14 18:05:28 UTC,,2,FALSE,generic,,TRUE,FOOD00619
1,,634,Yogurt,,"Yogurt, yoghurt, or yoghourt is a fermented milk product produced by bacterial fermentation of milk. The bacteria used to make yogurt are known as """"yogurt cultures"""". Fermentation of lactose by these bacteria produces lactic acid, which acts on milk protein to give yogurt its texture and its characteristic tang.
Worldwide, cow's milk, the protein of which is mainly casein, is most commonly used to make yogurt. Milk from water buffalo, goats, ewes, mares, camels, and yaks however, is also used to produce yogurt in various parts of the world.",,,634.jpg,image/jpeg,79588,2012-04-20 09:30:23 UTC,662,Milk and milk products,Fermented milk products,Type 2,2011-02-09 00:37:52 UTC,2019-05-14 18:05:28 UTC,,2,FALSE,specific,,TRUE,FOOD00620
1,,638,Bean,,Bean is a common name for large plant seeds used for human food or animal feed of several genera of the family Fabaceae.,,Bean,638.jpg,image/jpeg,18138,2012-04-20 09:43:20 UTC,,Pulses,Beans,Type 1,2011-12-02 17:11:53 UTC,2019-05-14 18:05:28 UTC,2,2,FALSE,specific,,TRUE,FOOD00621
1,,639,Vodka,,"Vodka is a distilled beverage composed primarily of water and ethanol, sometimes with traces of impurities and flavorings. Traditionally, vodka is made by the distillation of fermented grains or potatoes, though some modern brands use other substances, such as fruits or sugar.",,Vodka,639.jpg,image/jpeg,85287,2012-04-20 09:29:26 UTC,,Beverages,Distilled beverages,Type 2,2011-12-02 17:29:03 UTC,2019-05-14 18:05:28 UTC,2,2,FALSE,specific,,TRUE,FOOD00622
1,,640,Whisky,,"Whisky or whiskey is a type of distilled alcoholic beverage made from fermented grain mash. Different grains are used for different varieties, including barley, malted barley, rye, malted rye, wheat, and corn. Whisky is typically aged in wooden casks, made generally of charred white oak. Whisky is a strictly regulated spirit worldwide with many classes and types. The typical unifying characteristics of the different classes and types are the fermentation of grains, distillation, and aging in wooden barrels.",,Whisky,640.jpg,image/jpeg,136846,2012-04-20 09:35:43 UTC,,Beverages,Distilled beverages,Type 2,2011-12-02 17:29:41 UTC,2019-05-14 18:05:28 UTC,2,2,FALSE,specific,,TRUE,FOOD00623
1,,641,Ice cream,,"Ice cream (derived from earlier iced cream or cream ice) is a frozen dessert usually made from dairy products, such as milk and cream and often combined with fruits or other ingredients and flavours. Most varieties contain sugar, although some are made with other sweeteners. In some cases, artificial flavourings and colourings are used in addition to, or instead of, the natural ingredients. The mixture of chosen ingredients is stirred slowly while cooling, in order to incorporate air and to prevent large ice crystals from forming. The result is a smoothly textured semi-solid foam that is malleable and can be scooped.",,Ice_cream,641.jpg,image/jpeg,70607,2012-04-20 09:44:30 UTC,,Confectioneries,Frozen desserts,Type 2,2011-12-02 17:36:03 UTC,2019-05-14 18:05:28 UTC,2,2,FALSE,specific,,FALSE,FOOD00624
1,,642,Gin,,"Gin is a spirit which derives its predominant flavour from juniper berries (Juniperus communis). From its earliest beginnings in the Middle Ages, gin has evolved over the course of a millennium from a herbal medicine to an object of commerce in the spirits industry. Today, the gin category is one of the most popular and widely distributed range of spirits, and is represented by products of various origins, styles, and flavor profiles that all revolve around juniper as a common ingredient.",,Gin,642.jpg,image/jpeg,5618,2012-04-23 10:25:45 UTC,,Beverages,Distilled beverages,Type 2,2011-12-02 22:06:02 UTC,2019-05-14 18:05:28 UTC,2,2,FALSE,specific,,TRUE,FOOD00625
1,,643,Honey,,"Honey is a sweet food made by bees using nectar from flowers. The variety produced by honey bees is the one most commonly referred to, as it is the type of honey collected by beekeepers and consumed by humans. Honey produced by other bees and insects has distinctly different properties. Honey bees transform nectar into honey by a process of regurgitation and evaporation. They store it as a primary food source in wax honeycombs inside the beehive. Honey gets its sweetness from the monosaccharides, fructose, and glucose, and has approximately the same relative sweetness as that of granulated sugar. It has attractive chemical properties for baking, and a distinctive flavor that leads some people to prefer it over sugar and other sweeteners. Most microorganisms do not grow in honey because of its low water activity of 0.6. However, honey sometimes contains dormant endospores of the bacterium Clostridium botulinum, which can be dangerous to infants, as the endospores can transform into toxin-producing bacteria in the infant's immature intestinal tract, leading to illness and even death. Honey has a long history of human consumption, and is used in various foods and beverages as a sweetener and flavoring. It also has a role in religion and symbolism. Flavors of honey vary based on the nectar source, and various types and grades of honey are available. It is also used in various medicinal traditions to treat ailments. The study of pollens and spores in raw honey can determine floral sources of honey. Bees carry an electrostatic charge whereby they attract other particles in addition to pollen, which become incorporated into their honey; the honey can be analysed by the techniques of melissopalynology in area environmental studies of radioactive particles, dust and particulate pollution.",,Honey,643.jpg,image/jpeg,71095,2012-04-20 09:43:55 UTC,,Confectioneries,Other confectioneries,Type 2,2011-12-02 22:06:27 UTC,2019-05-14 18:05:28 UTC,2,2,FALSE,specific,,TRUE,FOOD00626
